species,site,count,latin,纲,目,Order,科,Family,属
阿拉伯光鳃鱼,美济礁,2,Chromis flavaxilla,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,光鳃鱼属
安汶雀鲷,美济礁,1,Pomacentrus amboinensis,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,雀鲷属
鞭蝴蝶鱼,美济礁,6,Chaetodon ephippium,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,蝴蝶鱼属
鞍斑锦鱼,美济礁,35,Thalassoma hardwicki,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,锦鱼属
鞍斑锦鱼,永暑礁北沙洲,65,Thalassoma hardwicki,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,锦鱼属
暗色刺尾鱼,美济礁,3,Acanthurus mata,辐鳍鱼纲,鲈形目,Perciformes,刺尾鱼科,Acanthuridae,刺尾鱼属
暗色刺尾鱼,南扉暗沙,5,Acanthurus mata,辐鳍鱼纲,鲈形目,Perciformes,刺尾鱼科,Acanthuridae,刺尾鱼属
暗色刺尾鱼,七连屿,7,Acanthurus mata,辐鳍鱼纲,鲈形目,Perciformes,刺尾鱼科,Acanthuridae,刺尾鱼属
翱翔衰鲉,美济礁,1,Pterois volitans,辐鳍鱼纲,鲉形目,Scorpaeniformes,鲉科,Scorpaenidae,蓑鲉属
八带拟唇鱼,漫步暗沙,1,Pseudocheilinus octotaenia,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,拟唇鱼属
八带拟唇鱼,美济礁,135,Pseudocheilinus octotaenia,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,拟唇鱼属
八带拟唇鱼,南扉暗沙,11,Pseudocheilinus octotaenia,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,拟唇鱼属
八带拟唇鱼,七连屿,7,Pseudocheilinus octotaenia,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,拟唇鱼属
八带拟唇鱼,永暑礁北沙洲,23,Pseudocheilinus octotaenia,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,拟唇鱼属
巴都盔鱼,美济礁,5,Coris batuensis,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,盔鱼属
巴都盔鱼,永暑礁北沙洲,42,Coris batuensis,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,盔鱼属
巴氏异齿鳚,美济礁,1,Ecsenius bathi,辐鳍鱼纲,鲈形目,Perciformes,鳚科,Soleidae,异齿鳚属
白斑刺尻鱼,漫步暗沙,3,Centropyge tibicen,辐鳍鱼纲,鲈形目,Perciformes,刺盖鱼科,Pomacanthidae,刺尻鱼属
白斑刺尻鱼,南扉暗沙,2,Centropyge tibicen,辐鳍鱼纲,鲈形目,Perciformes,刺盖鱼科,Pomacanthidae,刺尻鱼属
白斑笛鲷,美济礁,6,Lutjanus bohar,辐鳍鱼纲,鲈形目,Perciformes,笛鲷科,Lutjanidae,笛鲷属
白背双锯鱼,美济礁,6,Amphiprion sandracinos,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,双锯鱼属
白背双锯鱼,七连屿,14,Amphiprion sandracinos,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,双锯鱼属
白背双锯鱼,永乐环礁,2,Amphiprion sandracinos,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,双锯鱼属
白边侧牙鲈,漫步暗沙,1,Variola albimarginata,辐鳍鱼纲,鲈形目,Perciformes,鮨科,Serranidae,侧牙鲈属
白边侧牙鲈,美济礁,1,Variola albimarginata,辐鳍鱼纲,鲈形目,Perciformes,鮨科,Serranidae,侧牙鲈属
白边锯鳞鱼,美济礁,15,Myripristis murdjan,辐鳍鱼纲,金眼鲷目,Beryciformes,鳂科,Holocentridae,锯鳞鱼属
白边锯鳞鱼,永暑礁北沙洲,6,Myripristis murdjan,辐鳍鱼纲,金眼鲷目,Beryciformes,鳂科,Holocentridae,锯鳞鱼属
白边纤齿鲈,美济礁,10,Gracila albomarginata,辐鳍鱼纲,鲈形目,Perciformes,鮨科,Serranidae,纤齿鲈属
白边纤齿鲈,七连屿,1,Gracila albomarginata,辐鳍鱼纲,鲈形目,Perciformes,鮨科,Serranidae,纤齿鲈属
白带椒雀鲷,永暑礁北沙洲,9,Plectroglyphidodon leucozonus,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,椒雀鲷属
白带马夫鱼,美济礁,10,Heniochus varius,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,马夫鱼属
白带马夫鱼,永乐环礁,2,Heniochus varius,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,马夫鱼属
白腹凹牙豆娘鱼,美济礁,33,Amblyglyphidodon leucogaster,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,凹牙豆娘鱼属
白条双锯鱼,美济礁,9,Amphiprion frenatus,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,双锯鱼属
白线光腭鲈,美济礁,1,Anyperodon leucogrammicus,辐鳍鱼纲,鲈形目,Perciformes,鮨科,Serranidae,光腭鲈属
斑带蝴蝶鱼,漫步暗沙,4,Chaetodon punctatofasciatus,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,蝴蝶鱼属
斑带蝴蝶鱼,美济礁,1,Chaetodon punctatofasciatus,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,蝴蝶鱼属
斑带蝴蝶鱼,南扉暗沙,19,Chaetodon punctatofasciatus,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,蝴蝶鱼属
斑带蝴蝶鱼,七连屿,9,Chaetodon punctatofasciatus,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,蝴蝶鱼属
斑带蝴蝶鱼,永乐环礁,11,Chaetodon punctatofasciatus,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,蝴蝶鱼属
斑点海猪鱼,七连屿,11,Halichoeres margaritaceus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,海猪鱼属
斑点海猪鱼,永暑礁北沙洲,1,Halichoeres margaritaceus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,海猪鱼属
斑点九棘鲈,美济礁,36,Gracila polleni,辐鳍鱼纲,鲈形目,Perciformes,鮨科,Serranidae,九棘鲈属
斑点九棘鲈,七连屿,15,Gracila polleni,辐鳍鱼纲,鲈形目,Perciformes,鮨科,Serranidae,九棘鲈属
斑点九棘鲈,永乐环礁,5,Gracila polleni,辐鳍鱼纲,鲈形目,Perciformes,鮨科,Serranidae,九棘鲈属
斑点九棘鲈,永暑礁北沙洲,20,Gracila polleni,辐鳍鱼纲,鲈形目,Perciformes,鮨科,Serranidae,九棘鲈属
斑点羽鳃笛鲷,美济礁,4,Macolor macularis,辐鳍鱼纲,鲈形目,Perciformes,笛鲷科,Lutjanidae,羽鳃笛鲷属
斑胡椒鲷,美济礁,8,Plectorhinchus chaetodonoides,辐鳍鱼纲,鲈形目,Perciformes,石鲈科,Pomadasyidae,胡椒鲷属
斑卡雀鲷,漫步暗沙,1,Pomacentrus bankanensis,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,雀鲷属
斑卡雀鲷,七连屿,47,Pomacentrus bankanensis,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,雀鲷属
斑卡雀鲷,永暑礁北沙洲,27,Pomacentrus bankanensis,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,雀鲷属
鳃斑盔鱼,美济礁,1,Coris aygula,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,盔鱼属
斑吻石斑鱼,美济礁,3,Epinephelus spilotoceps,辐鳍鱼纲,鲈形目,Perciformes,鮨科,Serranidae,石斑鱼属
豹纹九棘鲈,美济礁,2,Cephalopholis leopardus,辐鳍鱼纲,鲈形目,Perciformes,鮨科,Serranidae,九棘鲈属
豹纹九棘鲈,永暑礁北沙洲,2,Cephalopholis leopardus,辐鳍鱼纲,鲈形目,Perciformes,鮨科,Serranidae,九棘鲈属
本氏磨塘鳢,美济礁,1,Trimma benjamini,辐鳍鱼纲,鲈形目,Perciformes,虾虎鱼科,Gobiidae,磨塘鳢属
鞭蝴蝶鱼,美济礁,1,Chaetodon ephippium,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,蝴蝶鱼属
鞭蝴蝶鱼,七连屿,1,Chaetodon ephippium,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,蝴蝶鱼属
扁裸颊鲷,漫步暗沙,14,Lethrinus lentjan,辐鳍鱼纲,鲈形目,Perciformes,裸颊鲷科,Lethrinidae,裸颊鲷属
扁裸颊鲷,南扉暗沙,51,Lethrinus lentjan,辐鳍鱼纲,鲈形目,Perciformes,裸颊鲷科,Lethrinidae,裸颊鲷属
扁裸颊鲷,永暑礁北沙洲,8,Lethrinus lentjan,辐鳍鱼纲,鲈形目,Perciformes,裸颊鲷科,Lethrinidae,裸颊鲷属
勃氏金翅雀鲷,美济礁,164,Chrysiptera brownriggii,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,金翅雀鲷属
勃氏金翅雀鲷,永暑礁北沙洲,6,Chrysiptera brownriggii,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,金翅雀鲷属
侧带海猪鱼,美济礁,3,Halichoeres scapularis,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,海猪鱼属
叉斑锉鳞鲀,永暑礁北沙洲,1,Rhinecanthus aculeatus,辐鳍鱼纲,鲀形目,Tetraodontiformes,鳞鲀科,Balistidae,锉鳞鲀属
叉尾鲷,美济礁,38,Aphareus furcatus,辐鳍鱼纲,鲈形目,Perciformes,笛鲷科,Lutjanidae,叉尾鲷属
叉尾鲷,南扉暗沙,1,Aphareus furcatus,辐鳍鱼纲,鲈形目,Perciformes,笛鲷科,Lutjanidae,叉尾鲷属
叉尾鲷,七连屿,1,Aphareus furcatus,辐鳍鱼纲,鲈形目,Perciformes,笛鲷科,Lutjanidae,叉尾鲷属
叉尾鲷,永暑礁北沙洲,3,Aphareus furcatus,辐鳍鱼纲,鲈形目,Perciformes,笛鲷科,Lutjanidae,叉尾鲷属
叉纹蝴蝶鱼,美济礁,4,Chaetodon auripes,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,蝴蝶鱼属
叉纹蝴蝶鱼,南扉暗沙,1,Chaetodon auripes,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,蝴蝶鱼属
叉纹蝴蝶鱼,七连屿,7,Chaetodon auripes,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,蝴蝶鱼属
叉纹蝴蝶鱼,永暑礁北沙洲,5,Chaetodon auripes,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,蝴蝶鱼属
橙斑刺尾鱼,漫步暗沙,1,Acanthurus olivaceus,辐鳍鱼纲,鲈形目,Perciformes,刺尾鱼科,Acanthuridae,刺尾鱼属
橙斑刺尾鱼,南扉暗沙,27,Acanthurus olivaceus,辐鳍鱼纲,鲈形目,Perciformes,刺尾鱼科,Acanthuridae,刺尾鱼属
橙斑刺尾鱼,永暑礁北沙洲,3,Acanthurus olivaceus,辐鳍鱼纲,鲈形目,Perciformes,刺尾鱼科,Acanthuridae,刺尾鱼属
触角蓑鲉,美济礁,8,Pterois antennata,辐鳍鱼纲,鲉形目,Scorpaeniformes,鲉科,Scorpaenidae,蓑鲉属
触角蓑鲉,永乐环礁,1,Pterois antennata,辐鳍鱼纲,鲉形目,Scorpaeniformes,鲉科,Scorpaenidae,蓑鲉属
刺盖拟花鮨,美济礁,47,Pseudanthias dispar,辐鳍鱼纲,鲈形目,Perciformes,鮨科,Serranidae,拟花鮨属
刺盖拟花鮨,永暑礁北沙洲,2,Pseudanthias dispar,辐鳍鱼纲,鲈形目,Perciformes,鮨科,Serranidae,拟花鮨属
刺盖虾虎鱼,美济礁,1,Oplopomus oplopomus,辐鳍鱼纲,鲈形目,Perciformes,虾虎鱼科,Gobiidae,刺盖虾虎鱼属
刺鹦嘴鱼,美济礁,1,Scarus spinus,辐鳍鱼纲,鲈形目,Perciformes,鹦嘴鱼科,Scaridae,鹦嘴鱼属
刺鹦嘴鱼,永乐环礁,3,Scarus spinus,辐鳍鱼纲,鲈形目,Perciformes,鹦嘴鱼科,Scaridae,鹦嘴鱼属
粗唇副绯鲤,美济礁,40,Parupeneus crassilabris,辐鳍鱼纲,鲈形目,Perciformes,羊鱼科,Mullidae,副绯鲤属
粗唇副绯鲤,永暑礁北沙洲,5,Parupeneus crassilabris,辐鳍鱼纲,鲈形目,Perciformes,羊鱼科,Mullidae,副绯鲤属
粗吻短带鳚,美济礁,2,Plagiotremus rhinorhynchos,辐鳍鱼纲,鲈形目,Perciformes,鳚科,Soleidae,短带鳚属
粗吻短带鳚,永暑礁北沙洲,1,Plagiotremus rhinorhynchos,辐鳍鱼纲,鲈形目,Perciformes,鳚科,Soleidae,短带鳚属
大斑刺鲀,美济礁,2,Diodon liturosus,辐鳍鱼纲,鲀形目,Tetraodontiformes,刺鲀科,Diodontidae,刺鲀属
大口线塘鳢,美济礁,3,Nemateleotris magnificus,辐鳍鱼纲,鲈形目,Perciformes,鳍塘鳢科,Ptereleotridae,线塘鳢属
大口线塘鳢,南扉暗沙,7,Nemateleotris magnificus,辐鳍鱼纲,鲈形目,Perciformes,鳍塘鳢科,Ptereleotridae,线塘鳢属
大口线塘鳢,永暑礁北沙洲,334,Nemateleotris magnificus,辐鳍鱼纲,鲈形目,Perciformes,鳍塘鳢科,Ptereleotridae,线塘鳢属
大眼锯鳞鱼,美济礁,36,Myripristis amaena,辐鳍鱼纲,金眼鲷目,Beryciformes,鳂科,Holocentridae,锯鳞鱼属
大眼锯鳞鱼,七连屿,29,Myripristis amaena,辐鳍鱼纲,金眼鲷目,Beryciformes,鳂科,Holocentridae,锯鳞鱼属
大眼锯鳞鱼,永暑礁北沙洲,8,Myripristis amaena,辐鳍鱼纲,金眼鲷目,Beryciformes,鳂科,Holocentridae,锯鳞鱼属
单斑蝴蝶鱼,漫步暗沙,2,Chaetodon unimaculatus,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,蝴蝶鱼属
单带尖唇鱼,美济礁,3,Oxycheilinus unifasciantus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,尖唇鱼属
单带尖唇鱼,漫步暗沙,6,Oxycheilinus unifasciantus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,尖唇鱼属
单带尖唇鱼,南扉暗沙,11,Oxycheilinus unifasciantus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,尖唇鱼属
单带尖唇鱼,七连屿,4,Oxycheilinus unifasciantus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,尖唇鱼属
单带尖唇鱼,永乐环礁,2,Oxycheilinus unifasciantus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,尖唇鱼属
单带尖唇鱼,永暑礁北沙洲,23,Oxycheilinus unifasciantus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,尖唇鱼属
单列齿鲷,美济礁,23,Monotaxis grandoculis,辐鳍鱼纲,鲈形目,Perciformes,裸颊鲷科,Lethrinidae,单列齿鲷属
单列齿鲷,七连屿,1,Monotaxis grandoculis,辐鳍鱼纲,鲈形目,Perciformes,裸颊鲷科,Lethrinidae,单列齿鲷属
单列齿鲷,永暑礁北沙洲,6,Monotaxis grandoculis,辐鳍鱼纲,鲈形目,Perciformes,裸颊鲷科,Lethrinidae,单列齿鲷属
单线突唇鱼,美济礁,3,Labrichthys unilineatus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,突唇鱼属
单线突唇鱼,永暑礁北沙洲,1,Labrichthys unilineatus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,突唇鱼属
低鳍鮀,美济礁,2,Kyphosus vaigiensis,辐鳍鱼纲,鲈形目,Perciformes,鮀科,Amaranthaceae,鮀属
低鳍鮀,永暑礁北沙洲,32,Kyphosus vaigiensis,辐鳍鱼纲,鲈形目,Perciformes,鮀科,Amaranthaceae,鮀属
狄氏椒雀鲷,美济礁,12,Plectroglyphidodon dickii,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,椒雀鲷属
狄氏椒雀鲷,漫步暗沙,12,Plectroglyphidodon dickii,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,椒雀鲷属
狄氏椒雀鲷,南扉暗沙,10,Plectroglyphidodon dickii,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,椒雀鲷属
狄氏椒雀鲷,七连屿,8,Plectroglyphidodon dickii,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,椒雀鲷属
狄氏椒雀鲷,永乐环礁,3,Plectroglyphidodon dickii,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,椒雀鲷属
狄氏椒雀鲷,永暑礁北沙洲,19,Plectroglyphidodon dickii,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,椒雀鲷属
短吻鼻鱼,南扉暗沙,1,Naso brevirostris,辐鳍鱼纲,鲈形目,Perciformes,刺尾鱼科,Acanthuridae,鼻鱼属
短吻弱棘鱼,永暑礁北沙洲,13,Malacanthus brevirostris,辐鳍鱼纲,鲈形目,Perciformes,弱棘鱼科,Malacanthidae,弱棘鱼属
钝头锦鱼,漫步暗沙,30,Thalassoma amblycephalum,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,锦鱼属
钝头锦鱼,美济礁,2719,Thalassoma amblycephalum,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,锦鱼属
钝头锦鱼,七连屿,109,Thalassoma amblycephalum,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,锦鱼属
钝头锦鱼,永暑礁北沙洲,89,Thalassoma amblycephalum,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,锦鱼属
钝头鹦嘴鱼,美济礁,47,Scarus rubroviolaceus,辐鳍鱼纲,鲈形目,Perciformes,鹦嘴鱼科,Scaridae,鹦嘴鱼属
多带副绯鲤,漫步暗沙,15,Parupeneus multifasciatus,辐鳍鱼纲,鲈形目,Perciformes,羊鱼科,Mullidae,副绯鲤属
多带副绯鲤,美济礁,57,Parupeneus multifasciatus,辐鳍鱼纲,鲈形目,Perciformes,羊鱼科,Mullidae,副绯鲤属
多带副绯鲤,南扉暗沙,17,Parupeneus multifasciatus,辐鳍鱼纲,鲈形目,Perciformes,羊鱼科,Mullidae,副绯鲤属
多带副绯鲤,七连屿,16,Parupeneus multifasciatus,辐鳍鱼纲,鲈形目,Perciformes,羊鱼科,Mullidae,副绯鲤属
多带副绯鲤,永乐环礁,9,Parupeneus multifasciatus,辐鳍鱼纲,鲈形目,Perciformes,羊鱼科,Mullidae,副绯鲤属
多带副绯鲤,永暑礁北沙洲,30,Parupeneus multifasciatus,辐鳍鱼纲,鲈形目,Perciformes,羊鱼科,Mullidae,副绯鲤属
多棘鲤䱵,美济礁,1,Cyprinocirrhites polyactis,辐鳍鱼纲,鲈形目,Perciformes,䱵科,Cirrhitidae,鲤䱵属
多鳞霞蝶鱼,美济礁,981,Hemitaurichthys polylepis,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,霞蝶鱼属
多鳞霞蝶鱼,永暑礁北沙洲,29,Hemitaurichthys polylepis,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,霞蝶鱼属
多纹褶唇鱼,美济礁,3,Labropsis xanthonota,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,褶唇鱼属
多纹褶唇鱼,七连屿,1,Labropsis xanthonota,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,褶唇鱼属
凡氏光鳃鱼,美济礁,1096,Chromis vanderbilti,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,光鳃鱼属
凡氏光鳃鱼,南扉暗沙,3,Chromis vanderbilti,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,光鳃鱼属
凡氏光鳃鱼,七连屿,135,Chromis vanderbilti,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,光鳃鱼属
凡氏光鳃鱼,永暑礁北沙洲,1060,Chromis vanderbilti,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,光鳃鱼属
菲律宾雀鲷,美济礁,267,Pomacentrus philippinus,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,雀鲷属
菲律宾雀鲷,七连屿,470,Pomacentrus philippinus,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,雀鲷属
菲律宾雀鲷,永乐环礁,110,Pomacentrus philippinus,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,雀鲷属
菲律宾雀鲷,永暑礁北沙洲,80,Pomacentrus philippinus,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,雀鲷属
蜂巢石斑鱼,美济礁,1,Epinephelus merra,辐鳍鱼纲,鲈形目,Perciformes,鮨科,Serranidae,石斑鱼属
蜂巢石斑鱼,七连屿,10,Epinephelus merra,辐鳍鱼纲,鲈形目,Perciformes,鮨科,Serranidae,石斑鱼属
蜂巢石斑鱼,永暑礁北沙洲,29,Epinephelus merra,辐鳍鱼纲,鲈形目,Perciformes,鮨科,Serranidae,石斑鱼属
辐纹蓑鲉,七连屿,8,Pterois radiata,辐鳍鱼纲,鲉形目,Scorpaeniformes,鲉科,Scorpaenidae,蓑鲉属
福氏刺尻鱼,漫步暗沙,30,Centropyge vrolikii,辐鳍鱼纲,鲈形目,Perciformes,刺盖鱼科,Pomacanthidae,刺尻鱼属
福氏刺尻鱼,美济礁,24,Centropyge vrolikii,辐鳍鱼纲,鲈形目,Perciformes,刺盖鱼科,Pomacanthidae,刺尻鱼属
福氏刺尻鱼,南扉暗沙,9,Centropyge vrolikii,辐鳍鱼纲,鲈形目,Perciformes,刺盖鱼科,Pomacanthidae,刺尻鱼属
福氏刺尻鱼,七连屿,31,Centropyge vrolikii,辐鳍鱼纲,鲈形目,Perciformes,刺盖鱼科,Pomacanthidae,刺尻鱼属
