species,site,count,latin,纲,目,Order,科,Family,属
细斑前孔鲀,七连屿,3,Cantherhines pardalis,辐鳍鱼纲,鲀形目,Tetraodontiformes,单角鲀科,Monacanthidae,前孔鲀属
细斑前孔鲀,永乐环礁,7,Cantherhines pardalis,辐鳍鱼纲,鲀形目,Tetraodontiformes,单角鲀科,Monacanthidae,前孔鲀属
细斑前孔鲀,永暑礁北沙洲,24,Cantherhines pardalis,辐鳍鱼纲,鲀形目,Tetraodontiformes,单角鲀科,Monacanthidae,前孔鲀属
细鳞光鳃鱼,永暑礁北沙洲,41,Chromis lepidolepis,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,光鳃鱼属
细尾似虹锦鱼,南扉暗沙,1,Pseudojuloides cerasinus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,似虹锦鱼属
细纹凤鳚,美济礁,7,Salarias fasciantus,辐鳍鱼纲,鲈形目,Perciformes,鳚科,Soleidae,凤鳚属
细纹凤鳚,永暑礁北沙洲,6,Salarias fasciantus,辐鳍鱼纲,鲈形目,Perciformes,鳚科,Soleidae,凤鳚属
狭带细鳞盔鱼,美济礁,4,Hologymnosus doliatus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,细鳞盔鱼属
狭带细鳞盔鱼,南扉暗沙,1,Hologymnosus doliatus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,细鳞盔鱼属
狭带细鳞盔鱼,七连屿,1,Hologymnosus doliatus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,细鳞盔鱼属
狭带细鳞盔鱼,永乐环礁,1,Hologymnosus doliatus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,细鳞盔鱼属
狭带细鳞盔鱼,永暑礁北沙洲,35,Hologymnosus doliatus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,细鳞盔鱼属
显盘雀鲷,美济礁,3,Dischistodus perspicillatus,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,盘雀鲷属
线斑衔虾虎鱼,永暑礁北沙洲,1,Istigobius rigilius,辐鳍鱼纲,鲈形目,Perciformes,虾虎鱼科,Gobiidae,衔虾虎鱼属
线纹光鳃鱼,美济礁,13,Chromis lineata,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,光鳃鱼属
项斑蝴蝶鱼,美济礁,2,Chaetodon adiergastos,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,蝴蝶鱼属
项带多棘鳞鲀,美济礁,3,Sufflamen bursa,辐鳍鱼纲,鲀形目,Tetraodontiformes,鳞鲀科,Balistidae,多棘鳞鲀属
项带多棘鳞鲀,南扉暗沙,1,Sufflamen bursa,辐鳍鱼纲,鲀形目,Tetraodontiformes,鳞鲀科,Balistidae,多棘鳞鲀属
项带多棘鳞鲀,永暑礁北沙洲,7,Sufflamen bursa,辐鳍鱼纲,鲀形目,Tetraodontiformes,鳞鲀科,Balistidae,多棘鳞鲀属
项环双锯鱼,美济礁,1,Amphiprion perideraion,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,双锯鱼属
小鼻绿鹦嘴鱼,美济礁,67,Chlorurus microrhicnos,辐鳍鱼纲,鲈形目,Perciformes,鹦嘴鱼科,Scaridae,绿鹦嘴鱼属
小鼻绿鹦嘴鱼,南扉暗沙,3,Chlorurus microrhicnos,辐鳍鱼纲,鲈形目,Perciformes,鹦嘴鱼科,Scaridae,绿鹦嘴鱼属
小鼻绿鹦嘴鱼,永乐环礁,8,Chlorurus microrhicnos,辐鳍鱼纲,鲈形目,Perciformes,鹦嘴鱼科,Scaridae,绿鹦嘴鱼属
小鼻绿鹦嘴鱼,永暑礁北沙洲,6,Chlorurus microrhicnos,辐鳍鱼纲,鲈形目,Perciformes,鹦嘴鱼科,Scaridae,绿鹦嘴鱼属
小鼻鱼,漫步暗沙,2,Naso minor,辐鳍鱼纲,鲈形目,Perciformes,刺尾鱼科,Acanthuridae,鼻鱼属
小鼻鱼,南扉暗沙,2,Naso minor,辐鳍鱼纲,鲈形目,Perciformes,刺尾鱼科,Acanthuridae,鼻鱼属
小鼻鱼,七连屿,2,Naso minor,辐鳍鱼纲,鲈形目,Perciformes,刺尾鱼科,Acanthuridae,鼻鱼属
小鼻鱼,永暑礁北沙洲,3,Naso minor,辐鳍鱼纲,鲈形目,Perciformes,刺尾鱼科,Acanthuridae,鼻鱼属
小高鳍刺尾鱼,美济礁,45,Zebrasoma scopas,辐鳍鱼纲,鲈形目,Perciformes,刺尾鱼科,Acanthuridae,高鳍刺尾鱼属
小高鳍刺尾鱼,七连屿,12,Zebrasoma scopas,辐鳍鱼纲,鲈形目,Perciformes,刺尾鱼科,Acanthuridae,高鳍刺尾鱼属
小高鳍刺尾鱼,永乐环礁,28,Zebrasoma scopas,辐鳍鱼纲,鲈形目,Perciformes,刺尾鱼科,Acanthuridae,高鳍刺尾鱼属
小高鳍刺尾鱼,永暑礁北沙洲,7,Zebrasoma scopas,辐鳍鱼纲,鲈形目,Perciformes,刺尾鱼科,Acanthuridae,高鳍刺尾鱼属
新加坡鹦嘴鱼,美济礁,2,Scarus prasiognathos,辐鳍鱼纲,鲈形目,Perciformes,鹦嘴鱼科,Scaridae,鹦嘴鱼属
新月蝴蝶鱼,美济礁,11,Chaetodon lunula,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,蝴蝶鱼属
新月锦鱼,美济礁,18,Thalassoma lunare,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,锦鱼属
新月锦鱼,七连屿,28,Thalassoma lunare,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,锦鱼属
新月锦鱼,永乐环礁,4,Thalassoma lunare,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,锦鱼属
新月锦鱼,永暑礁北沙洲,7,Thalassoma lunare,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,锦鱼属
新月梅鲷,美济礁,35,Caesio lunaris,辐鳍鱼纲,鲈形目,Perciformes,梅鲷科,Caesionidae,梅鲷属
星阿南鱼,漫步暗沙,6,Anampses twistii,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,阿南鱼属
星阿南鱼,南扉暗沙,82,Anampses twistii,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,阿南鱼属
星阿南鱼,七连屿,10,Anampses twistii,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,阿南鱼属
星阿南鱼,永乐环礁,1,Anampses twistii,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,阿南鱼属
星阿南鱼,永暑礁北沙洲,3,Anampses twistii,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,阿南鱼属
星云海猪鱼,美济礁,2,Halichoeres nebulosus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,海猪鱼属
胸斑眶锯雀鲷,美济礁,1,Stegastes fasciolatus,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,眶锯雀鲷属
胸斑眶锯雀鲷,永暑礁北沙洲,1,Stegastes fasciolatus,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,眶锯雀鲷属
胸斑裂唇鱼,美济礁,25,Labroides pectoralis,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,裂唇鱼属
胸斑雀鲷,美济礁,198,Pomacentrus alexanderae,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,雀鲷属
胸斑雀鲷,永暑礁北沙洲,4,Pomacentrus alexanderae,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,雀鲷属
许氏鹦嘴鱼,永乐环礁,2,Scarus schlegeli,辐鳍鱼纲,鲈形目,Perciformes,鹦嘴鱼科,Scaridae,鹦嘴鱼属
眼斑椒雀鲷,美济礁,61,Plectroglyphidodon lacrymatus,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,椒雀鲷属
眼斑椒雀鲷,七连屿,3,Plectroglyphidodon lacrymatus,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,椒雀鲷属
眼斑椒雀鲷,永乐环礁,11,Plectroglyphidodon lacrymatus,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,椒雀鲷属
眼斑椒雀鲷,永暑礁北沙洲,69,Plectroglyphidodon lacrymatus,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,椒雀鲷属
眼斑鲸鹦嘴鱼,美济礁,1,Cetoscarus ocellatus,辐鳍鱼纲,鲈形目,Perciformes,鹦嘴鱼科,Scaridae,鲸鹦嘴鱼属
眼斑双锯鱼,美济礁,11,Amphiprion ocellaris,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,双锯鱼属
眼带篮子鱼,七连屿,4,Siganus puellus,辐鳍鱼纲,鲈形目,Perciformes,篮子鱼科,Siganidae,篮子鱼属
眼带篮子鱼,永乐环礁,1,Siganus puellus,辐鳍鱼纲,鲈形目,Perciformes,篮子鱼科,Siganidae,篮子鱼属
艳丽丝隆头鱼,美济礁,1,Cirrhilabrus exquisitus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,丝隆头鱼属
艳丽丝隆头鱼,漫步暗沙,1,Cirrhilabrus exquisitus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,丝隆头鱼属
艳丽丝隆头鱼,南扉暗沙,2,Cirrhilabrus exquisitus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,丝隆头鱼属
艳丽丝隆头鱼,七连屿,60,Cirrhilabrus exquisitus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,丝隆头鱼属
艳丽丝隆头鱼,永乐环礁,12,Cirrhilabrus exquisitus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,丝隆头鱼属
艳丽丝隆头鱼,永暑礁北沙洲,15,Cirrhilabrus exquisitus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,丝隆头鱼属
腋斑光鳃鱼,美济礁,376,Chromis atripes,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,光鳃鱼属
腋斑光鳃鱼,七连屿,3,Chromis atripes,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,光鳃鱼属
腋斑光鳃鱼,永暑礁北沙洲,8,Chromis atripes,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,光鳃鱼属
腋斑普提鱼,美济礁,21,Bodianus axillaris,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,普提鱼属
腋斑普提鱼,南扉暗沙,1,Bodianus axillaris,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,普提鱼属
腋斑普提鱼,七连屿,21,Bodianus axillaris,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,普提鱼属
腋斑普提鱼,永乐环礁,2,Bodianus axillaris,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,普提鱼属
腋斑普提鱼,永暑礁北沙洲,14,Bodianus axillaris,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,普提鱼属
腋斑雀鲷,永暑礁北沙洲,2,Pomacentrus brachialis,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,雀鲷属
伊豆䱵鮨,美济礁,2,Serranocirrhitus latus,辐鳍鱼纲,鲈形目,Perciformes,鮨科,Serranidae,䱵鮨属
异牙单列齿鲷,美济礁,15,Monotaxis heterodon,辐鳍鱼纲,鲈形目,Perciformes,裸颊鲷科,Lethrinidae,单列齿鲷属
异牙单列齿鲷,七连屿,5,Monotaxis heterodon,辐鳍鱼纲,鲈形目,Perciformes,裸颊鲷科,Lethrinidae,单列齿鲷属
异牙单列齿鲷,永乐环礁,2,Monotaxis heterodon,辐鳍鱼纲,鲈形目,Perciformes,裸颊鲷科,Lethrinidae,单列齿鲷属
异牙单列齿鲷,永暑礁北沙洲,1,Monotaxis heterodon,辐鳍鱼纲,鲈形目,Perciformes,裸颊鲷科,Lethrinidae,单列齿鲷属
翼䱵,七连屿,3,Cirrhitus pinnulatus,辐鳍鱼纲,鲈形目,Perciformes,䱵科,Cirrhitidae,䱵属
银带棘鳞鱼,美济礁,1,Sargocentron ittodai,辐鳍鱼纲,金眼鲷目,Beryciformes,鳂科,Holocentridae,棘鳞鱼属
银色新东洋鳂,美济礁,1,Neoniphon argenteus,辐鳍鱼纲,金眼鲷目,Beryciformes,鳂科,Holocentridae,新东洋鳂属
银色新东洋鳂,七连屿,1,Neoniphon argenteus,辐鳍鱼纲,金眼鲷目,Beryciformes,鳂科,Holocentridae,新东洋鳂属
圆口副绯鲤,美济礁,4,Parupeneus cyclostomus,辐鳍鱼纲,鲈形目,Perciformes,羊鱼科,Mullidae,副绯鲤属
圆口副绯鲤,七连屿,1,Parupeneus cyclostomus,辐鳍鱼纲,鲈形目,Perciformes,羊鱼科,Mullidae,副绯鲤属
圆口副绯鲤,永暑礁北沙洲,1,Parupeneus cyclostomus,辐鳍鱼纲,鲈形目,Perciformes,羊鱼科,Mullidae,副绯鲤属
圆拟鲈,美济礁,6,Parapercis cylindrica,辐鳍鱼纲,鲈形目,Perciformes,拟鲈科,Pinguipedidae,拟鲈属
圆拟鲈,永暑礁北沙洲,2,Parapercis cylindrica,辐鳍鱼纲,鲈形目,Perciformes,拟鲈科,Pinguipedidae,拟鲈属
缘鳍海猪鱼,永暑礁北沙洲,1,Halichoeres marginatus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,海猪鱼属
云雀短带鳚,永暑礁北沙洲,1,Plagiotremus laudandus,辐鳍鱼纲,鲈形目,Perciformes,鳚科,Soleidae,短带鳚属
杂色尖嘴鱼,漫步暗沙,15,Gomphosus varius,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,尖嘴鱼属
杂色尖嘴鱼,美济礁,119,Gomphosus varius,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,尖嘴鱼属
杂色尖嘴鱼,南扉暗沙,4,Gomphosus varius,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,尖嘴鱼属
杂色尖嘴鱼,七连屿,59,Gomphosus varius,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,尖嘴鱼属
杂色尖嘴鱼,永乐环礁,13,Gomphosus varius,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,尖嘴鱼属
杂色尖嘴鱼,永暑礁北沙洲,48,Gomphosus varius,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,尖嘴鱼属
杂色鹦嘴鱼,美济礁,4,Scarus festivus,辐鳍鱼纲,鲈形目,Perciformes,鹦嘴鱼科,Scaridae,鹦嘴鱼属
杂色鹦嘴鱼,永暑礁北沙洲,2,Scarus festivus,辐鳍鱼纲,鲈形目,Perciformes,鹦嘴鱼科,Scaridae,鹦嘴鱼属
宅泥鱼,漫步暗沙,1,Dascyllus aruanus,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,宅泥鱼属
宅泥鱼,美济礁,66,Dascyllus aruanus,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,宅泥鱼属
宅泥鱼,七连屿,3,Dascyllus aruanus,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,宅泥鱼属
宅泥鱼,永暑礁北沙洲,7,Dascyllus aruanus,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,宅泥鱼属
窄体短带鳚,美济礁,1,Plagiotremus tapeinosoma,辐鳍鱼纲,鲈形目,Perciformes,鳚科,Soleidae,短带鳚属
长崎雀鲷,永暑礁北沙洲,159,Pomacentrus nagasakiensis,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,雀鲷属
长鳍鮀,永暑礁北沙洲,56,Kyphosus cinerascens,辐鳍鱼纲,鲈形目,Perciformes,鮀科,Amaranthaceae,鮀属
长雀鲷,美济礁,1,Lepidozygus tapeinosoma,辐鳍鱼纲,鲈形目,Perciformes,雀鲷科,Pomacentridae,雀鲷属
长头马鹦嘴鱼,美济礁,5,Hipposcarus longiceps,辐鳍鱼纲,鲈形目,Perciformes,鹦嘴鱼科,Scaridae,马鹦嘴鱼属
长头马鹦嘴鱼,永暑礁北沙洲,1,Hipposcarus longiceps,辐鳍鱼纲,鲈形目,Perciformes,鹦嘴鱼科,Scaridae,马鹦嘴鱼属
长吻镊口鱼,漫步暗沙,1,Forcipiger longirostris,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,镊口鱼属
长吻镊口鱼,美济礁,92,Forcipiger longirostris,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,镊口鱼属
长吻镊口鱼,南扉暗沙,5,Forcipiger longirostris,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,镊口鱼属
长吻镊口鱼,七连屿,14,Forcipiger longirostris,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,镊口鱼属
长吻镊口鱼,永乐环礁,4,Forcipiger longirostris,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,镊口鱼属
长吻镊口鱼,永暑礁北沙洲,23,Forcipiger longirostris,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,镊口鱼属
爪哇裸胸鳝,美济礁,2,Gymnothorax javanicus,辐鳍鱼纲,鲈形目,Perciformes,裸颊鲷科,Lethrinidae,裸胸鳝属
栉齿刺尾鱼,漫步暗沙,330,Ctenochaetus striatus,辐鳍鱼纲,鲈形目,Perciformes,刺尾鱼科,Acanthuridae,栉齿刺尾鱼属
栉齿刺尾鱼,美济礁,4660,Ctenochaetus striatus,辐鳍鱼纲,鲈形目,Perciformes,刺尾鱼科,Acanthuridae,栉齿刺尾鱼属
栉齿刺尾鱼,南扉暗沙,239,Ctenochaetus striatus,辐鳍鱼纲,鲈形目,Perciformes,刺尾鱼科,Acanthuridae,栉齿刺尾鱼属
栉齿刺尾鱼,七连屿,1798,Ctenochaetus striatus,辐鳍鱼纲,鲈形目,Perciformes,刺尾鱼科,Acanthuridae,栉齿刺尾鱼属
栉齿刺尾鱼,永乐环礁,877,Ctenochaetus striatus,辐鳍鱼纲,鲈形目,Perciformes,刺尾鱼科,Acanthuridae,栉齿刺尾鱼属
栉齿刺尾鱼,永暑礁北沙洲,3231,Ctenochaetus striatus,辐鳍鱼纲,鲈形目,Perciformes,刺尾鱼科,Acanthuridae,栉齿刺尾鱼属
珠斑大咽齿鱼,永暑礁北沙洲,3,Macropharyngodon meleagris,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,大咽齿鱼属
福氏刺尻鱼,漫步暗沙,3,Centropyge vrolikii,辐鳍鱼纲,鲈形目,Perciformes,刺盖鱼科,Pomacanthidae,刺尻鱼属
福氏刺尻鱼,美济礁,13,Centropyge vrolikii,辐鳍鱼纲,鲈形目,Perciformes,刺盖鱼科,Pomacanthidae,刺尻鱼属
福氏刺尻鱼,永暑礁北沙洲,1,Centropyge vrolikii,辐鳍鱼纲,鲈形目,Perciformes,刺盖鱼科,Pomacanthidae,刺尻鱼属
珠蝴蝶鱼,漫步暗沙,20,Chaetodon kleirnii,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,蝴蝶鱼属
珠蝴蝶鱼,美济礁,26,Chaetodon kleirnii,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,蝴蝶鱼属
珠蝴蝶鱼,南扉暗沙,3,Chaetodon kleirnii,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,蝴蝶鱼属
珠蝴蝶鱼,七连屿,5,Chaetodon kleirnii,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,蝴蝶鱼属
珠蝴蝶鱼,永乐环礁,6,Chaetodon kleirnii,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,蝴蝶鱼属
珠蝴蝶鱼,永暑礁北沙洲,14,Chaetodon kleirnii,辐鳍鱼纲,鲈形目,Perciformes,蝴蝶鱼科,Chaetodontidae,蝴蝶鱼属
主刺盖鱼,美济礁,7,Pomacanthus imperator,辐鳍鱼纲,鲈形目,Perciformes,刺盖鱼科,Pomacanthidae,刺盖鱼属
壮体锯鳞鱼,美济礁,4,Myripristis robusta,辐鳍鱼纲,金眼鲷目,Beryciformes,鳂科,Holocentridae,锯鳞鱼属
紫红锯鳞鱼,美济礁,16,Myripristis violacea,辐鳍鱼纲,金眼鲷目,Beryciformes,鳂科,Holocentridae,锯鳞鱼属
紫红拟花鮨,美济礁,604,Pseudanthias pascalus,辐鳍鱼纲,鲈形目,Perciformes,鮨科,Serranidae,拟花鮨属
紫红拟花鮨,南扉暗沙,38,Pseudanthias pascalus,辐鳍鱼纲,鲈形目,Perciformes,鮨科,Serranidae,拟花鮨属
紫红拟花鮨,永暑礁北沙洲,334,Pseudanthias pascalus,辐鳍鱼纲,鲈形目,Perciformes,鮨科,Serranidae,拟花鮨属
棕吻鹦嘴鱼,美济礁,17,Scarus psittacus,辐鳍鱼纲,鲈形目,Perciformes,鹦嘴鱼科,Scaridae,鹦嘴鱼属
棕吻鹦嘴鱼,南扉暗沙,1,Scarus psittacus,辐鳍鱼纲,鲈形目,Perciformes,鹦嘴鱼科,Scaridae,鹦嘴鱼属
棕吻鹦嘴鱼,七连屿,8,Scarus psittacus,辐鳍鱼纲,鲈形目,Perciformes,鹦嘴鱼科,Scaridae,鹦嘴鱼属
棕吻鹦嘴鱼,永乐环礁,2,Scarus psittacus,辐鳍鱼纲,鲈形目,Perciformes,鹦嘴鱼科,Scaridae,鹦嘴鱼属
棕吻鹦嘴鱼,永暑礁北沙洲,12,Scarus psittacus,辐鳍鱼纲,鲈形目,Perciformes,鹦嘴鱼科,Scaridae,鹦嘴鱼属
纵带刺尾鱼,永暑礁北沙洲,4,Acanthurus lineatus,辐鳍鱼纲,鲈形目,Perciformes,刺尾鱼科,Acanthuridae,刺尾鱼属
纵带弯线鳚,美济礁,2,Helcogramma striata,辐鳍鱼纲,鲈形目,Perciformes,三鳍鳚科,Tripterygiidae,弯线鳚属
纵带鹦天竺鲷,美济礁,2,Ostorhinchus angustatus,辐鳍鱼纲,鲈形目,Perciformes,天竺鲷科,Apogonidae,鹦天竺鲷属
纵带鹦天竺鲷,永暑礁北沙洲,12,Ostorhinchus angustatus,辐鳍鱼纲,鲈形目,Perciformes,天竺鲷科,Apogonidae,鹦天竺鲷属
纵纹锦鱼,漫步暗沙,98,Thalassoma quinquevittatus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,锦鱼属
纵纹锦鱼,美济礁,664,Thalassoma quinquevittatus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,锦鱼属
纵纹锦鱼,南扉暗沙,39,Thalassoma quinquevittatus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,锦鱼属
纵纹锦鱼,七连屿,179,Thalassoma quinquevittatus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,锦鱼属
纵纹锦鱼,永乐环礁,4,Thalassoma quinquevittatus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,锦鱼属
纵纹锦鱼,永暑礁北沙洲,884,Thalassoma quinquevittatus,辐鳍鱼纲,鲈形目,Perciformes,隆头鱼科,Labridae,锦鱼属
